,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,function_check,boolean_check,if_else_check,course_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
30,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320111, 320239, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-01-29 04:27:05 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,Cooler,,I completely understand,I completely understand,I completely understand,,1010164288.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,cooler,0.0,3.0
31,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-01-29 04:10:45 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",LEC0102 - Moosavi Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,A bit confused ,If elif else ,I somewhat understand,I somewhat understand,I somewhat understand,Nothing ,1010382293.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,a bit confused ,0.0,3.0
32,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-29 03:48:34 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Coding along with the instructor on my device,"Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,confident,,I somewhat understand,I somewhat understand,I completely understand,,1010162379.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confident,2.2,3.0
33,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0106-20241","320129, 320224, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0106-20241",2024-01-29 03:40:36 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,Coding along with the instructor on my device,,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Happy,,I completely understand,I completely understand,I completely understand,,1009639303.0,LEC0102,TUT0106,PRA0102,Industrial,False,LEC0102,False,True,happy,2.7,3.0
34,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-01-29 03:37:46 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,confident,,I completely understand,I completely understand,I completely understand,,1009976830.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confident,2.2,3.0
35,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-29 03:35:52 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0108\, Thursday\, 12 - 2 pm",2-4 hours,Yes,I am up-to-date,anticipation,boolean,I somewhat understand,I somewhat understand,I somewhat understand,none,1010013593.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,anticipation,0.4,3.0
36,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-01-29 03:28:17 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am starting to fall behind,Adequate ,Nothing,I do not understand,I do not understand,I do not understand,Awesome!,1010461411.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,adequate ,0.0,3.0
37,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0104-20241","320315, 320129, 320239","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0104-20241",2024-01-29 03:24:42 UTC,I did not attend any lectures this week,Other,Other,Other,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Satisfied,,I completely understand,I completely understand,I completely understand,.,1010476245.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,satisfied,1.8,0.0
38,"APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241","320239, 320111, 320299","APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241",2024-01-29 03:20:44 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course","Katia (TUT0104\, Monday\, 10 - 11 am)",,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am starting to fall behind,😨,Booleans,I completely understand,I somewhat understand,I completely understand,Getting into coding very comfortably so far as a beginner.,1010470875.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,😨,0.0,3.0
39,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-01-29 03:20:03 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",,,Trying to solve the breakout problems,,,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,Confused,,I somewhat understand,I somewhat understand,I somewhat understand,,1010041205.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,confused,-1.3,1.0
40,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320111, 320239, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-01-29 03:00:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,Other",Other,"I was working on assignments for this course,Other","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",4-8 hours,Yes,I have fallen behind,Determined ,functions ,I completely understand,I do not understand,I do not understand,Too fast for beginners ,1009767110.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,determined ,0.0,3.0
41,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320285, 320111, 320224","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-01-29 02:57:08 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,I prefer the teaching style in another section(s),Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",2-4 hours,Yes,I am up-to-date,all be fine,SKT,I somewhat understand,I somewhat understand,I somewhat understand,Telecom T1,1008911055.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,all be fine,0.8,1.0
42,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-29 02:55:16 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,GOOD,conditional statements,I completely understand,I completely understand,I somewhat understand,I feel like assigning us to groups and giving us an activity to solve together would be fun but I dont know.,1009391034.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,good,1.9,3.0
43,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0107-20241","320149, 320231, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0107-20241",2024-01-29 02:53:14 UTC,I did not attend any lectures this week,Other,,,I did not attend any tutorials this week,LEC0103 - Beck Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,,,I do not understand,I do not understand,I do not understand,,1009513698.0,LEC0103,TUT0107,PRA0103,Mechanical,False,False,False,False,nan,0.0,0.0
44,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320231, 320111, 320276","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-01-29 02:35:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,I prefer the scheduling of the lectures in another section(s),Distracted with non-academic activities,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Excited,,I completely understand,I completely understand,I completely understand,,1010057714.0,LEC0101,TUT0101,PRA0103,Mechanical,LEC0101,False,False,True,excited,1.4,3.0
45,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-01-29 02:33:47 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Alright,,I completely understand,I completely understand,I completely understand,,1010208204.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,alright,1.0,2.0
46,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320294, 320168, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-01-29 02:30:42 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0109 (Online)\, Tuesday\, 6 - 8 pm",2-4 hours,Yes,I am up-to-date,good,nothing,I completely understand,I completely understand,I completely understand,nothing,1009796829.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,good,1.9,3.0
47,"APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241","320328, 320270, 320149","APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241",2024-01-29 02:30:40 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was working on assignments for this course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0108\, Tuesday\, 9 - 10 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,No,I am starting to fall behind,Worried,min/ max statements,I somewhat understand,I do not understand,I somewhat understand,,1010256170.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,worried,-1.2,2.0
48,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-01-29 02:30:32 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Confident.,Booleans.,I completely understand,I completely understand,I somewhat understand,,1010244790.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,confident ,2.2,2.0
49,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-01-29 02:29:34 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",4-8 hours,No,I am starting to fall behind,Unsure,Booleans and Else/if statements,I somewhat understand,I do not understand,I do not understand,  ,1010209007.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,unsure,-1.0,3.0
50,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-29 02:20:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,The lecture times make them challenging to regularly attend",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Confident,,I completely understand,I completely understand,I completely understand,,1010478966.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,confident,2.2,1.0
