,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,module_check,functions_check,returns_print_check,course_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
28,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-01-22 04:07:26 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,I prefer the scheduling of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,Good,I had help I’m fine,I do not understand,I do not understand,I somewhat understand,It’s good,1009984304.0,LEC0103,TUT0107,PRA0107,Industrial,LEC0101,LEC0102,LEC0103,True,good,1.9,3.0
29,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320168, 320294, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-01-22 04:05:19 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,"It feels good, not too much material covered yet.

So far so good :)",,I somewhat understand,I completely understand,I do not understand,-,1007757777.0,LEC0101,TUT0103,PRA0101,Industrial,LEC0101,False,False,True,"it feels good, not too much material covered yet 

so far so good   ",1.9,2.0
30,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-01-22 04:03:17 UTC,I did not attend any lectures this week,Other,,,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",2-4 hours,No,I am up-to-date,Good,,I somewhat understand,I completely understand,I completely understand,,1009911516.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,good,1.9,0.0
31,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241","320129, 320276, 320231","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241",2024-01-22 04:01:44 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was working on assignments for this course,I prefer the teaching style in another section(s),Coding along with the instructor on my device,"Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",TUT0109 - Katia Tutorial Recording,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,No,I am up-to-date,Good,,I somewhat understand,I somewhat understand,I somewhat understand,,1009900412.0,LEC0101,TUT0101,PRA0103,Track-One,False,LEC0102,False,False,good,1.9,1.0
32,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-01-22 04:00:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,I prefer the room of the lectures in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Other","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,Yes,I am starting to fall behind,Enthusiastic,Having trouble with several codes,I somewhat understand,I somewhat understand,I somewhat understand,Could you teach a bit slowly? Thank you !,1009338655.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,enthusiastic,2.2,3.0
33,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0103-20241","320111, 320285, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0103-20241",2024-01-22 03:59:28 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,Indifferent,Installing PyCharm,I somewhat understand,I somewhat understand,I somewhat understand,,1006428126.0,LEC0101,TUT0102,PRA0103,Industrial,False,False,False,False,indifferent,-0.8,0.0
34,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241","320315, 320253, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241",2024-01-22 03:45:02 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",The lectures are not an effective learning tool for me,,Distracted with non-academic activities,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am starting to fall behind,I feel like I need to pick up the pace ,,I somewhat understand,I somewhat understand,I completely understand,I am enjoying it this far ,1010242131.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,i feel like i need to pick up the pace ,1.5,2.0
35,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-22 03:38:22 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,Yes,I am starting to fall behind,solid,,I completely understand,I somewhat understand,I completely understand,,1009426006.0,LEC0103,TUT0107,PRA0107,Industrial,LEC0101,False,False,False,solid,0.6,3.0
36,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-22 03:35:21 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems",I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 - Katia Tutorial Recording","PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,ready,none,I somewhat understand,I somewhat understand,I somewhat understand,none,1010013593.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,ready,1.5,3.0
37,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-01-22 03:33:38 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0102 - Moosavi Lecture Recording,"PRA0106\, Friday\, 3 - 5 pm",2-4 hours,No,I am starting to fall behind,intimidated,"My ta during the practical session told me that I am not that familiar with how functions work so I feel like that is my biggest confusion right now, though I hope to catch up through the recordings and by attending the tutorial in the upcoming week to hopefully refresh some of the content.",I somewhat understand,I somewhat understand,I do not understand,Not much to say but I really like the practical and tutorial sessions I feel they are insightful and gives me more time to engage with the course.,1010014155.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,intimidated,-1.9,1.0
38,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320239, 320299, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-01-22 03:33:04 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,Other,Other,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I have fallen behind,Catch up,variables,I somewhat understand,I somewhat understand,I somewhat understand,,1010069131.0,LEC0101,TUT0104,PRA0104,Civil,False,False,False,False,catch up,0.0,0.0
39,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-01-22 03:28:30 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,LEC0103 - Beck Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,"I was sick this week so I wasn't able to attend, but i feel very confident in my python skills as I've done it in the past.",I feel very confident so far,I completely understand,I completely understand,I completely understand,,1008882755.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,"i was sick this week so i wasn t able to attend, but i feel very confident in my python skills as i ve done it in the past ",-0.09999999999999964,0.0
40,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-22 03:19:18 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm)","The lecture times make them challenging to regularly attend,The lecture room is not conducive to learning,Other",I prefer the teaching style in another section(s),"Distracted with non-academic activities,I was studying for a term test for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,okay,none,I completely understand,I completely understand,I completely understand,none,1010256027.0,LEC0101,TUT0103,PRA0103,Civil,False,LEC0102,LEC0103,False,okay,0.9,2.0
41,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320129, 320224, 320285","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-01-22 03:16:34 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,LEC0102 - Moosavi Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,No,I am starting to fall behind,Confused,"Some words we use while coding

 ",I somewhat understand,I somewhat understand,I completely understand,I am starting to understand how to write codes and I am planning to spend more time practicing this week. ,,,,,,False,LEC0102,False,False,confused,-1.3,2.0
42,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-01-22 03:09:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am up-to-date,Progress,,I completely understand,I somewhat understand,I completely understand,,1010682995.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,False,True,progress,1.8,3.0
43,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320111, 320239, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-01-22 03:08:16 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,I was working on assignments for this course",,,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,Yes,I am up-to-date, Chill,,I completely understand,I completely understand,I completely understand,Great pacing and material is easy to follow,1009998709.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True, chill,0.0,2.0
44,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-01-22 03:00:26 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,The lecture room is not conducive to learning",,,,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0106\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am starting to fall behind,Not bad ,Installing,I somewhat understand,I do not understand,I do not understand,,1010041205.0,LEC0101,TUT0104,PRA0104,Mineral,False,False,False,False,not bad ,0.0,0.0
45,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320294, 320111, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-01-22 02:56:01 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Relieved,,I completely understand,I completely understand,I completely understand,,1010101943.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,relieved,1.6,1.0
46,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0105-20241","320149, 320299, 320246","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0105-20241",2024-01-22 02:54:44 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",2-4 hours,Yes,I am up-to-date,Sense of impending doom lol,Syntax vs. semantics error question from tutorial,I completely understand,I somewhat understand,I completely understand,All is good so far,,,,,,False,False,LEC0103,False,sense of impending doom lol,0.6500000000000001,3.0
47,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-01-22 02:50:08 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,The lecture room is not conducive to learning",,"Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,No,I am starting to fall behind,Worried,"Not super confused, there's a lot of help available, I just need to do more practice questions.",I somewhat understand,I somewhat understand,I do not understand,"The Kinsella lecture is really good, it is just a shame that it is in Myhal because I find it very distracting, but no fault of the teaching team or course. ",1009838393.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True,worried,-1.2,2.0
48,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241","320262, 320149, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241",2024-01-22 02:47:49 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,"Nervous

 ",,I completely understand,I completely understand,I completely understand,,1010555917.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,"nervous

 ",0.0,3.0
