,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,midterm_prepare,midterm_surprise,string_methods_check,string_indexing_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
28,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-02-12 04:43:57 UTC,"Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)","I was studying for a term test for this course,I was studying for a term test for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",,,No,I am starting to fall behind,ok,,,,I somewhat understand,I somewhat understand,,1009999735.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,ok,1.4,1.0
29,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320168, 320294, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-02-12 04:41:52 UTC,I did not attend any lectures this week,"I was studying for a term test for this course,I was studying for a term test for another course",,,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Feeling ok I understand the material but still needs some practice,,"Watched Lectures

Did some Past Term Tests.","Not that I can remember of, but last 2 questions gave me a hard time where I have to write the code from ground zero.",I completely understand,I completely understand,,1007757777.0,LEC0101,TUT0103,PRA0101,Industrial,False,False,False,False,feeling ok i understand the material but still needs some practice,1.9,0.0
30,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320276, 320168, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-02-12 04:40:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was studying for a term test for this course,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,stressed,while loops,i used the past exams which did not deem to be that useful however the textbook was,"Both long questions where based on while loops and mathematical sequences, which kind of shocked me comparing it to the level of difficulty of the questions from last years midterm.",I somewhat understand,I somewhat understand,no other feedback,1009889845.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,stressed,-1.4,1.0
31,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241","320276, 320231, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241",2024-02-12 04:28:26 UTC,I did not attend any lectures this week,"I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Intense ,,"Past knowledge, practice problems, youtube videos.",The questions were sometimes confusing and difficult to understand,I somewhat understand,I somewhat understand,,1010057714.0,LEC0101,TUT0101,PRA0103,Mechanical,False,False,False,False,intense ,0.0,0.0
32,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-02-12 04:22:36 UTC,I did not attend any lectures this week,"I was studying for a term test for this course,I was working on assignments and/or projects for another course,The lecture room is not conducive to learning",Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Frustrated,Term test,I practiced a lot doing past ones and practice problems.,Yes! The last two question were challenging logistically compared to previous years.,I somewhat understand,I somewhat understand,Speak louder in lectures!,1009992661.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,frustrated,-2.4,0.0
33,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241","320285, 320270, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241",2024-02-12 04:21:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",I was studying for a term test for this course,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am starting to fall behind,Ok,Str,Past midterms and practice problems,Yes,I do not understand,I somewhat understand,,1009879669.0,LEC0101,TUT0102,PRA0108,Track-One,LEC0101,False,False,True,ok,1.4,2.0
34,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-02-12 04:15:22 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments and/or projects for another course",I prefer the scheduling of the lectures in another section(s),Other,"Rachel (TUT0103\, Wednesday\, 2 - 3 pm)","LEC0103 - Beck Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0106\, Friday\, 3 - 5 pm",No,I am up-to-date,Confident,,"I used previous midterms, the Problem Sets and the Jupiter Notebookes. ",The Fibonacci series question definitely got me by surprise because I thought the first test would only cover the basics. ,I completely understand,I completely understand,,1010709360.0,LEC0101,TUT0104,PRA0104,Civil,False,False,False,False,confident,2.2,0.0
35,"APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241","320299, 320239, 320111","APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0101-20241",2024-02-12 04:13:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,comfortable,modifying strings,I used the practice problems and prior exams. I found the prior exams most helpful.,"No, I had studied all the material that was tested.",I do not understand,I do not understand,I do not have any feedback right now.,1010161343.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,comfortable,2.3,3.0
36,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241","320129, 320294, 320168","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241",2024-02-12 04:12:39 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,good,,past midterms and practice problems,no,I completely understand,I completely understand,,,,,,,False,LEC0102,False,False,good,1.9,3.0
37,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-02-12 04:12:18 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording",I did not attend any lab/practical sessions this week,Yes,I am up-to-date,content,"string indexing, string slicing, while loops",Past term tests and lecture review are the most helpful.,Coding logic and while loops.,I somewhat understand,I somewhat understand,Make announcements when practicals or tutorials are not running.,1008788830.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,content,0.0,3.0
38,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-02-12 04:07:04 UTC,,"I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",,Following the lecture by looking at the content and listening to the instructor,"Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,Accomplished,,Past Test Papers,All while loop questions,,,,1010682995.0,LEC0102,TUT0105,PRA0105,Mechanical,LEC0101,LEC0102,LEC0103,True,accomplished,1.9,0.0
39,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320129, 320323, 320262","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-02-12 04:01:45 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)","I was studying for a term test for this course,I was studying for a term test for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was studying for a term test for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Fine.,Booleans.,Past papers and practice problems. The practice tutorial problems were more helpful.,The Fibonacci sequence question confused me.,I somewhat understand,I somewhat understand,The term test was more difficult than expected so I will be spending more time on practice problems to be better prepared for the next one.,1009823498.0,LEC0101,TUT0107,PRA0107,Industrial,False,LEC0102,False,False,fine ,0.8,1.0
40,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-02-12 04:00:33 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was studying for a term test for this course",Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,good,still trying to get a hold on strings ,i reviewed textbook material and practice problems.,"Questions that involved topics that we weren't familiar with (Taylor series and Fibonacci sequence). This made it harder to apply what I knew. Had they been application questions more similar to in class, using familiar equations and models, the test would've been less surprising. ",I completely understand,I completely understand,The test should have used more familiar application questions. None of us have used the Taylor series and lots have never heard of the Fibonacci sequence which made it harder to apply what we knew. ,1010146806.0,LEC0101,TUT0103,PRA0103,Civil,False,False,False,False,good,1.9,0.0
41,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-12 03:58:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Prepared,,"I read the textbook,  did the practice problems , watched tutorial videos and went over tutorial slides. The textbook was the most helpful.",The last 2 questions. ,I somewhat understand,I somewhat understand,,1009679046.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,prepared,0.9,3.0
42,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241","320111, 320239, 320299","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241",2024-02-12 03:53:15 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was studying for a term test for this course,Other",,"Following the lecture by looking at the content and listening to the instructor,Other","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,Broad ,while loops ,Textbook content and problems ,Question 4 and 5,I do not understand,I do not understand,Good progress,1009767110.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,broad ,0.0,3.0
43,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-02-12 03:51:25 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)","I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend",Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,worried,concept of OOP,"* completed past midterms

* reviewed tutorial slides and content - most helpful!

* reviewed practice problems",chr() and ord() functions,I somewhat understand,I somewhat understand,,1010256820.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,worried,-1.2,1.0
44,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-02-12 03:50:32 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm),Minori (TUT0107\, Monday\, 2 - 3 pm),Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0105\, Friday\, 3 - 5 pm,I did not attend any lab/practical sessions this week",Yes,I have fallen behind,fast,Math algorithms from the test ,"all the resources available, not helpful enough to solve math algorithms on the test.",Fibonacci sequence. hard to gasp the concept given the time constraint ,I do not understand,I do not understand,Fast,1010589123.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,fast,0.0,3.0
45,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-02-12 03:50:05 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was working on assignments and/or projects for another course,,Coding along with the instructor on my device,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I have fallen behind,Disappointed[Midterm],While Loops,Practice problems,"Yes, it was harder than I thought, it required more math than coding. Fibbonacci, Taylor's Serires, I was shocked. It was undoubtbly harder than previous midterms

 ",I somewhat understand,I completely understand,,1010555917.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,disappointed midterm ,-2.1,1.0
