,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,video_materials,practice_problems,progress_check,comment_one_word,confused_topics,previous_exp,aps106_future_use,coding_future,python_setup,languages,variable_check,expression_check,operator_check,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
32,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320239, 320299, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-01-15 03:32:46 UTC,"Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",The lectures are not an effective learning tool for me,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am starting to fall behind,Coding?,"variables, expressions",I can write some code but just the basics,4,Not sure,Yes,"Matlab,HTML/CSS",I somewhat understand,I somewhat understand,I somewhat understand,1010069131.0,LEC0101,TUT0104,PRA0104,Civil,False,LEC0102,False,False,coding ,0.0,1.0
33,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241","320149, 320276, 320231","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0103-20241",2024-01-15 03:26:53 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,None,No,I am up-to-date,fatigued,,I can write some code but just the basics,3,Yes,Haven't tried,"Python,Matlab,C/C++",I somewhat understand,I somewhat understand,I somewhat understand,,,,,,False,False,LEC0103,False,fatigued,-1.4,2.0
34,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-01-15 03:14:38 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,No,I am up-to-date,new,nothing at the moment,I can write some code but just the basics,3,Not sure,Yes,"Python,Matlab",I somewhat understand,I somewhat understand,I somewhat understand,1010560527.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,new,0.0,3.0
35,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-15 03:10:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,Ready,none,I have never written a single line of computer code,3,Yes,Yes,Other,I somewhat understand,I somewhat understand,I somewhat understand,1010013593.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,ready,1.5,2.0
36,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-01-15 02:54:27 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,Distracted with non-academic activities",None,Yes,I am up-to-date,Fine,none,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,C/C++,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1009897649.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,fine,0.8,2.0
37,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241","320129, 320307, 320246","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241, APS106H1-S-PRA0105-20241",2024-01-15 02:53:14 UTC,"Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",,No,I am up-to-date,Satisfied,,I can write some code but just the basics,4,Yes,Yes,"Matlab,Javascript,HTML/CSS",I completely understand,I completely understand,I somewhat understand,1010682995.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,satisfied,1.8,2.0
38,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-01-15 02:47:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,Trying to solve the breakout problems",None,No,I am up-to-date,Excited,,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab,Javascript,HTML/CSS",I completely understand,I completely understand,I completely understand,1010180091.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited,1.4,3.0
39,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320294, 320168, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-01-15 02:43:54 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,good,python,I have never written a single line of computer code,3,Yes,Haven't tried,Python,I somewhat understand,I somewhat understand,I somewhat understand,1009796829.0,LEC0101,TUT0103,PRA0101,Civil,LEC0101,False,False,True,good,1.9,3.0
40,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241","320294, 320231, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241",2024-01-15 02:43:45 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT - Tutorial Recording",Yes,I am up-to-date,Prepared.,jupyter notebooks,I can write some code but just the basics,4,Not sure,Yes,"Python,Matlab,HTML/CSS",I completely understand,I completely understand,I completely understand,1010410271.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,prepared ,0.9,2.0
41,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241","320129, 320253, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241",2024-01-15 02:43:42 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course",None,Yes,I am up-to-date,Ready,nothing,I can write code at an intermediate level,5 (Always),Yes,Yes,"Python,Matlab,Java,Javascript,HTML/CSS,Other",I completely understand,I completely understand,I completely understand,1009931692.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,ready,1.5,3.0
42,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-01-15 02:34:43 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am up-to-date,intriguing,,I can write some code but just the basics,5 (Always),Yes,Yes,"Matlab,C/C++",I completely understand,I completely understand,I completely understand,1010383185.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,intriguing,0.0,3.0
43,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-15 02:26:22 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,I was working on assignments for this course",None,Yes,I am up-to-date,Confident.,"jupyter notebooks, individual cell blocks",I can write some code but just the basics,3,Yes,Yes,"Matlab,Java",I completely understand,I completely understand,I completely understand,1010291550.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,confident ,2.2,3.0
44,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-15 02:22:37 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",LEC0101 - Kinsella & Goodfellow Lecture Recording,Yes,I am up-to-date,At the end of this week I feel as though I have learned and attained a good amount of knowledge while being able to apply it. I am really happy with the pace of the course as of this moment as I was able to start on the Lab0 and work through practice problems.,At the end of this week I am not confused by any topics.,I have never written a single line of computer code,3,Not sure,Yes,Matlab,I completely understand,I completely understand,I completely understand,1010361519.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,at the end of this week i feel as though i have learned and attained a good amount of knowledge while being able to apply it  i am really happy with the pace of the course as of this moment as i was able to start on the lab0 and work through practice problems ,2.9000000000000004,3.0
45,"APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241","320253, 320315, 320129","APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241",2024-01-15 02:16:22 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,Excited,Currently no issues.,I have never written a single line of computer code,3,Not sure,Yes,Matlab,I completely understand,I completely understand,I completely understand,1010230359.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,excited,1.4,3.0
46,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-01-15 02:15:10 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Coding along with the instructor on my device,None,Yes,I am up-to-date,Basic,None,I can write some code but just the basics,5 (Always),Yes,Yes,"Python,Matlab",I completely understand,,I completely understand,1010555917.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,basic,0.0,3.0
47,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-15 02:10:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am up-to-date,This weeks lectures were easy to follow along since they were conducted at a good pace and the material was only introductory mostly.,,I have never written a single line of computer code,3,Not sure,Yes,Matlab,I completely understand,I completely understand,I completely understand,1009889845.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,this weeks lectures were easy to follow along since they were conducted at a good pace and the material was only introductory mostly ,3.8,1.0
48,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-01-15 02:06:09 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,,Following the lecture by looking at the content and listening to the instructor,None,No,I am up-to-date,"I feel that course difficulty should be alright

as I have coded in python previously",,I can write code at an intermediate level,4,Yes,Yes,Python,I completely understand,I completely understand,I completely understand,1010069015.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,"i feel that course difficulty should be alright

as i have coded in python previously",-1.4,2.0
49,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0101-20241","320129, 320231, 320276","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0101-20241",2024-01-15 02:06:04 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,I was working on assignments and/or projects for another course",None,No,I am up-to-date,Good,None,I can write some code but just the basics,3,Yes,Yes,C/C++,I completely understand,I completely understand,I completely understand,1009900412.0,LEC0101,TUT0101,PRA0103,Track-One,False,False,LEC0103,False,good,1.9,3.0
50,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-01-15 01:54:19 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am starting to fall behind,happy ,,I have never written a single line of computer code,4,Yes,Yes,,I somewhat understand,I completely understand,I somewhat understand,1010187263.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,happy ,0.0,3.0
51,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-01-15 01:49:07 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",The lecture room is not conducive to learning,Other,"Following the lecture by looking at the content and listening to the instructor,Distracted with non-academic activities",LEC0101 - Kinsella & Goodfellow Lecture Recording,No,I am starting to fall behind,Scared,Variables,I have never written a single line of computer code,2,No,Yes,,I somewhat understand,I do not understand,I do not understand,1010041205.0,LEC0101,TUT0104,PRA0104,Mineral,LEC0101,False,False,True,scared,-1.9,2.0
52,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241","320323, 320262, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241",2024-01-15 01:42:58 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,Yes,I am up-to-date,useful,jupyter notebook ,I can write some code but just the basics,4,Yes,Yes,Matlab,I somewhat understand,I somewhat understand,I somewhat understand,1010022958.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,useful,1.9,3.0
53,"APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241","320253, 320315, 320129","APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241",2024-01-15 01:41:54 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",None,No,I am up-to-date,Excited,,I can write some code but just the basics,3,Not sure,Yes,Javascript,I somewhat understand,I somewhat understand,I completely understand,1010061175.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,excited,1.4,3.0
