,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,midterm_review,function_return_check,while_loop_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
29,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-02-05 04:08:05 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,No,I am up-to-date,Comfortable. ,string comparison,Very prepared,I completely understand,I completely understand,,1010244790.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,comfortable  ,2.3,2.0
30,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-02-05 03:50:51 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)",Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,solid,,Somewhat prepared,I completely understand,I completely understand,it’s going good,1009426006.0,LEC0103,TUT0107,PRA0107,Industrial,LEC0101,False,False,False,solid,0.6,2.0
31,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241","320111, 320168, 320276","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241",2024-02-05 03:50:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was studying for a term test for this course,I was studying for a term test for another course,I was working on assignments for this course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Starting to have some fun coding,,Somewhat prepared,I completely understand,I somewhat understand,,1010401762.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,starting to have some fun coding,2.3,1.0
32,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241","320239, 320299, 320111","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241",2024-02-05 03:46:16 UTC,I did not attend any lectures this week,The lectures are not an effective learning tool for me,Other,,"Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I have fallen behind,Loops,"Different types errors, loops",Not prepared at all,I somewhat understand,I somewhat understand,,1010069131.0,LEC0101,TUT0104,PRA0104,Civil,False,False,False,False,loops,0.0,0.0
33,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-02-05 03:42:57 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,Happy. ,,Very prepared,I completely understand,I completely understand,,1009817030.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,happy  ,2.7,3.0
34,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320276, 320111, 320168","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-02-05 03:40:51 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was studying for a term test for this course,I was working on assignments for this course,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was studying for a term test for this course","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0101\, Thursday\, 10 - 12 pm",Less than 2 hour,Yes,I am starting to fall behind,tense,"while loops

and/or/not conditions",Somewhat prepared,I completely understand,I somewhat understand,,1010383185.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,tense,-1.4,2.0
35,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-05 03:36:14 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,Coding along with the instructor on my device,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,,Less than 2 hour,No,I am up-to-date,Great,,Very prepared,I completely understand,I completely understand,,1010180091.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,great,3.1,3.0
36,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241","320299, 320111, 320224","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241",2024-02-05 03:30:02 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,I was studying for a term test for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,"I was sick this week, so I could not complete this week's lab which makes me feel like I am falling behind.",,Somewhat prepared,I somewhat understand,I do not understand,,,,,,,LEC0101,False,False,False,"i was sick this week, so i could not complete this week s lab which makes me feel like i am falling behind ",-1.4,3.0
37,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241","320315, 320253, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241",2024-02-05 03:27:49 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)",The lectures are not an effective learning tool for me,,"I was studying for a term test for this course,I was studying for a term test for another course","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am up-to-date,Normal,Logic ,Somewhat prepared,I do not understand,I completely understand,none,1010442442.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,normal,0.0,1.0
38,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241","320149, 320262, 320323","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241, APS106H1-S-TUT0107-20241",2024-02-05 03:23:40 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,confident,,Somewhat prepared,I completely understand,I somewhat understand,,1010162379.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,confident,2.2,3.0
39,"APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241","320253, 320315, 320129","APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241",2024-02-05 03:19:38 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am up-to-date,Comfortable,None.,Very prepared,I completely understand,I completely understand,I am enjoying the pace of the course so far.,1010458381.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,comfortable,2.3,3.0
40,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-02-05 03:18:28 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0105\, Friday\, 3 - 5 pm",Less than 2 hour,No,I am up-to-date,Good,,Very prepared,I completely understand,I somewhat understand,Lectures do not follow a consistent pace and pick up and slow down a lot.,1009911516.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,good,1.9,2.0
41,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241","320231, 320111, 320328","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241",2024-02-05 03:10:33 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,alright,No topics,Somewhat prepared,I somewhat understand,I somewhat understand,Non,1009868181.0,LEC0101,TUT0108,PRA0103,Mechanical,LEC0101,False,False,True,alright,1.0,3.0
42,"APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241","320253, 320129, 320315","APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0106-20241",2024-02-05 02:59:01 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,"LEC0102 - Moosavi Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0106\, Friday\, 3 - 5 pm",2-4 hours,Yes,I am starting to fall behind,Nervous ,Structuring and writing codes in general ,Somewhat prepared,I completely understand,I do not understand,No feedback as of this week.,1010014155.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,nervous ,0.0,0.0
43,"APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241","320323, 320149, 320262","APS106H1-S-TUT0107-20241, APS106H1-S-LEC0103-20241, APS106H1-S-PRA0107-20241",2024-02-05 02:57:33 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am up-to-date,Steady,,Somewhat prepared,I completely understand,I completely understand,,1010207107.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,steady,0.0,0.0
44,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241","320276, 320270, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241",2024-02-05 02:56:51 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0108\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,Nervous (for the mid-term),,Somewhat prepared,I completely understand,I completely understand,,1009799746.0,LEC0101,TUT0101,PRA0108,Track-One,LEC0101,False,False,True,nervous  for the mid term ,-1.1,3.0
45,"APS106H1-S-PRA0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241","320262, 320111, 320323","APS106H1-S-PRA0107-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0107-20241",2024-02-05 02:52:37 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s)",Following the lecture by looking at the content and listening to the instructor,"Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",Less than 2 hour,No,I am up-to-date,happy,na,Very prepared,I somewhat understand,I somewhat understand,na,1009826217.0,LEC0101,TUT0107,PRA0107,Industrial,False,False,LEC0103,False,happy,2.7,3.0
46,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-02-05 02:51:29 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I am starting to fall behind,Worried,boolean operators,Not prepared at all,I somewhat understand,I somewhat understand,,1010256820.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,worried,-1.2,2.0
47,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241","320231, 320323, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0101-20241",2024-02-05 02:36:46 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",2-4 hours,No,I am up-to-date,Good,,Somewhat prepared,I completely understand,I somewhat understand,Great teaching team,,,,,,LEC0101,False,False,False,good,1.9,2.0
48,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-02-05 02:19:51 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)","I was studying for a term test for this course,I was working on assignments for this course",Other,Coding along with the instructor on my device,"Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am starting to fall behind,scared,while loops,Somewhat prepared,I completely understand,I somewhat understand,,1010517424.0,LEC0101,TUT0102,PRA0102,Track-One,LEC0101,False,False,True,scared,-1.9,3.0
49,"APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241","320323, 320262, 320149","APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241, APS106H1-S-LEC0103-20241",2024-02-05 02:17:15 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Minori (TUT0107\, Monday\, 2 - 3 pm)",LEC0103 - Beck Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",2-4 hours,Yes,I am up-to-date,The codes are getting more complex.,the difference between return and print,Somewhat prepared,I completely understand,I completely understand,I think more practice will be helpful to my coding skills.,1009919313.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,the codes are getting more complex ,0.0,3.0
