,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practice_problems,progress_check,comment_one_word,confused_topics,for_loop_check,feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
134,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241","320129, 320246, 320307","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241",2024-02-18 07:07:53 UTC,I did not attend any lectures this week,"I was studying for a term test for this course,I was studying for a term test for another course",Other,"I was studying for a term test for this course,I was studying for a term test for another course","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,I did not attend any lab/practical sessions this week,Yes,I have fallen behind,"The lab seems kind of confusing to me, but at the end I kinda managed to solve it.",Class method materials are still kind of confusing to me.,I somewhat understand,I hope the next term test won’t be as confusing as the first one. The first one feels out of scope (as in different from what we learned in class or harder),1010500012.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,"the lab seems kind of confusing to me, but at the end i kinda managed to solve it ",2.3,0.0
135,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0107-20241","320294, 320111, 320262","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0107-20241",2024-02-18 06:55:04 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Ahead,Nons,I completely understand,,1009875271.0,LEC0101,TUT0103,PRA0107,Mechanical,False,False,False,False,ahead,0.0,0.0
136,"APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241","320168, 320111, 320276","APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241",2024-02-18 06:50:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",Yes,I am up-to-date,Awesome ,,I completely understand,,1010177700.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,awesome ,0.0,3.0
137,"APS106H1-S-PRA0104-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0102-20241","320239, 320323, 320129","APS106H1-S-PRA0104-20241, APS106H1-S-TUT0107-20241, APS106H1-S-LEC0102-20241",2024-02-18 06:44:42 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",No,I am starting to fall behind,Worried,For loops.,I somewhat understand,N/a,1009100205.0,LEC0102,TUT0104,PRA0104,Civil,False,LEC0102,False,True,worried,-1.2,3.0
138,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-02-18 06:37:21 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course,I was working on assignments and/or projects for another course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",No,I am starting to fall behind,Distracted ,,I somewhat understand,,1010162315.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,distracted ,0.0,3.0
139,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241","320111, 320224, 320285","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241",2024-02-18 06:31:52 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was studying for a term test for another course,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,I have to practice more code since I am a bit behind .,"for loops, slicing",I somewhat understand,would be nice if lectures are recorded and uploaded. Since that would be helpful since we could pause and do the breakout session too. It would be very convenient since aps106 lectures are sometimes very slow or very fast.,1009391034.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,i have to practice more code since i am a bit behind  ,0.0,2.0
140,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241","320111, 320285, 320224","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241",2024-02-18 05:57:24 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Coding along with the instructor on my device,I was working on assignments and/or projects for another course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not use or plan to use any recorded material this week","PRA0102\, Wednesday\, 1 - 3 pm",No,I am up-to-date,"Getting little confused but that is ok, reading week will save me",i just keep forget order of operation,I somewhat understand,"I like the course, practical Tas are really nice and helping me a lot ",1010173170.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,"getting little confused but that is ok, reading week will save me",0.9000000000000001,3.0
141,"APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241","320285, 320111, 320168","APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0101-20241",2024-02-18 05:44:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lecture times make them challenging to regularly attend,I prefer the teaching style in another section(s),"Coding along with the instructor on my device,I was studying for a term test for another course,I was working on assignments for this course","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",Yes,I am up-to-date,"Fun

 ","* While loop

* Jupyter notebooks of missing problem statement.  ",I completely understand,My suggestion would be to make the problem statement more clear. ,1010066312.0,LEC0101,TUT0102,PRA0101,Chemical,LEC0101,False,False,True,"fun

 ",0.0,3.0
142,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0107-20241","320294, 320129, 320262","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0107-20241",2024-02-18 05:40:40 UTC,I did not attend any lectures this week,"I was working on assignments for this course,The lecture times make them challenging to regularly attend",,Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0107\, Monday\, 9 - 11 am",No,I have fallen behind,Stressed,,I do not understand,,1009011677.0,LEC0102,TUT0103,PRA0107,Civil,False,False,False,False,stressed,-1.4,0.0
143,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320270, 320149, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-02-18 05:40:15 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Following the lecture by looking at the content and listening to the instructor,,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,Confident,,I completely understand,,1010129941.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,confident,2.2,3.0
144,"APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241","320149, 320231, 320328","APS106H1-S-LEC0103-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241",2024-02-18 05:16:03 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,Following the lecture by looking at the content and listening to the instructor,"Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)","LEC0103 - Beck Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0103\, Monday\, 1 - 3 pm",No,I am up-to-date,up to date,none,I somewhat understand,the online recordings are really helpful,1008923097.0,LEC0103,TUT0108,PRA0103,Industrial,False,False,LEC0103,True,up to date,0.0,3.0
145,"APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241","320129, 320285, 320168","APS106H1-S-LEC0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-PRA0101-20241",2024-02-18 05:13:27 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,LEC0102 - Moosavi Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am starting to fall behind,Alright.,None at the moment.,I somewhat understand,Decently fun course thus far.,1009045846.0,LEC0102,TUT0102,PRA0101,Chemical,False,LEC0102,False,True,alright ,1.0,2.0
146,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-02-18 05:09:51 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments for this course",,,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Yes,I am up-to-date,"Strong

 ",,I completely understand,,1008882755.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,False,False,"strong

 ",0.0,0.0
147,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241","320149, 320328, 320270","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241, APS106H1-S-PRA0108-20241",2024-02-18 05:05:01 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0106\, Tuesday\, 4 - 5 pm)","LEC0103 - Beck Lecture Recording,I did not use or plan to use any recorded material this week",I did not attend any lab/practical sessions this week,No,I am starting to fall behind,good,for loops,I somewhat understand,no,1010060425.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,good,1.9,2.0
148,"APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241","320307, 320129, 320246","APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0105-20241",2024-02-18 05:03:31 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments for this course,I was working on assignments and/or projects for another course",,,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0106\, Friday\, 3 - 5 pm",Yes,I am starting to fall behind,Tired ,I need more practice I am good with the theory.,I completely understand,,1010161995.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,tired ,0.0,0.0
149,"APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241","320149, 320323, 320262","APS106H1-S-LEC0103-20241, APS106H1-S-TUT0107-20241, APS106H1-S-PRA0107-20241",2024-02-18 04:57:57 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device","Minori (TUT0107\, Monday\, 2 - 3 pm)",I did not use or plan to use any recorded material this week,"PRA0107\, Monday\, 9 - 11 am",No,I am up-to-date,Good,No,I completely understand,So far so good,1010477761.0,LEC0103,TUT0107,PRA0107,Industrial,False,False,LEC0103,True,good,1.9,3.0
150,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0103-20241","320270, 320149, 320294","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0103-20241",2024-02-18 04:32:03 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",I was working on assignments for this course,Other,Trying to solve the breakout problems,"Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm),Amirhossein (TUT0105\, Tuesday\, 4 - 5 pm)",LEC0103 - Beck Lecture Recording,"PRA0106\, Friday\, 3 - 5 pm",Yes,I am up-to-date,Fun,Jupiter notebooks ,I completely understand,It fells really happy that starting to write some harder codes. ,1009829447.0,LEC0103,TUT0103,PRA0108,Track-One,False,False,LEC0103,True,fun,2.3,3.0
151,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241","320231, 320111, 320294","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241",2024-02-18 04:26:11 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,"PRA0103\, Monday\, 1 - 3 pm",Yes,I am up-to-date,"Prepared

 ",for loops,I completely understand,,1010356650.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,"prepared

 ",0.0,2.0
152,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241","320111, 320276, 320168","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241",2024-02-18 04:24:59 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0101\, Thursday\, 10 - 12 pm",Yes,I am up-to-date,excited ,Booleans ,I somewhat understand,,1009679046.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,excited ,0.0,3.0
153,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241","320231, 320129, 320276","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0101-20241",2024-02-18 04:19:13 UTC,"Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)","The lectures are not an effective learning tool for me,I was working on assignments and/or projects for another course",,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,No,I am up-to-date,tired,,I completely understand,the assignments are very poorly worded and it makes them difficult to complete when i dont even know what they are asking. I think the comments on one of them may have been wrong? ,1010087022.0,LEC0101,TUT0101,PRA0103,Mechanical,False,LEC0102,False,False,tired,-1.9,1.0
154,"APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241","320270, 320111, 320328","APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241, APS106H1-S-TUT0108-20241",2024-02-18 04:03:07 UTC,I did not attend any lectures this week,"I was studying for a term test for another course,I was working on assignments and/or projects for another course",,,I did not attend any tutorials this week,"LEC0101 - Kinsella & Goodfellow Lecture Recording,LEC0103 - Beck Lecture Recording",,No,I am starting to fall behind,oops,string indexing,I somewhat understand,,1009003301.0,LEC0101,TUT0108,PRA0108,Mechanical,False,False,False,False,oops,0.0,0.0
