,section,section_id,section_sis_id,submitted,lecture_sections,lecture_reasons,lecture_alternate_section,hybrid_learning,tutorial_sections,video_materials,practical_sections,practical_time_spent,practice_problems,progress_check,comment_one_word,confused_topics,feedback,pandas_feedback,Person ID,Lecture,Tutorial,Practical,discipline,LEC0101_attended,LEC0102_attended,LEC0103_attended,lecture_assigned,cleaned_answer,polarity,lecture_count
33,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-04-08 03:14:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Trying to solve the breakout problems,Distracted with non-academic activities","Minori (TUT0102\, Tuesday\, 3 - 4 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Nervous,"Struggling a lot with dataframes, there's too many methods associated with them and I feel like i dont have a good grasp on loc and iloc. ",none,"It is pretty hard, I feel like more in lecture practice and walkthroughs would greatly help my learning of pandas.",,,,,,LEC0101,False,False,False,nervous,-1.1,3.0
34,"APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241","320270, 320328, 320149","APS106H1-S-PRA0108-20241, APS106H1-S-TUT0108-20241, APS106H1-S-LEC0103-20241",2024-04-08 03:10:36 UTC,"Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm)",I was working on assignments for this course,,Following the lecture by looking at the content and listening to the instructor,"Katia (TUT0108\, Tuesday\, 9 - 10 am)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0104\, Thursday\, 12 - 2 pm",4-8 hours,No,I have fallen behind,difficult,list,difficult,good,1009086917.0,LEC0103,TUT0108,PRA0108,Materials,False,False,LEC0103,True,difficult,-1.5,1.0
35,"APS106H1-S-TUT0101-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0103-20241","320276, 320129, 320231","APS106H1-S-TUT0101-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0103-20241",2024-04-08 03:10:34 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm)",I was studying for a term test for this course,I prefer the teaching style in another section(s),Following the lecture by looking at the content and listening to the instructor,"Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",TUT0109 (Online) - Katia Ossetchkina Tutorial Recording,"PRA0104\, Thursday\, 12 - 2 pm",Less than 2 hour,Yes,I am up-to-date,Good,,,Good,1009900412.0,LEC0101,TUT0101,PRA0103,Track-One,LEC0101,False,False,True,good,1.9,1.0
36,"APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241","320294, 320111, 320231","APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241",2024-04-08 03:04:04 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,8+,No,I have fallen behind,.,.,.,.,1009951483.0,LEC0101,TUT0103,PRA0103,Mechanical,False,False,False,False, ,,0.0
37,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241","320111, 320294, 320231","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0103-20241, APS106H1-S-PRA0103-20241",2024-04-08 03:03:28 UTC,I did not attend any lectures this week,Other,,,I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am starting to fall behind,Chill.,,,,1009896052.0,LEC0101,TUT0103,PRA0103,Civil,False,False,False,False,chill ,0.0,0.0
38,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-04-08 03:02:55 UTC,I did not attend any lectures this week,"I was working on assignments for this course,I was working on assignments and/or projects for another course,The lecture times make them challenging to regularly attend",I prefer the teaching style in another section(s),"I was working on assignments for this course,I was working on assignments and/or projects for another course,Other","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,"PRA0102\, Wednesday\, 1 - 3 pm",4-8 hours,No,I am starting to fall behind,worried,how to set up classes and manipulate csv files,none,I need more practice because it's a bit confusing,1010209007.0,LEC0102,TUT0106,PRA0106,Mechanical,False,False,False,False,worried,-1.2,0.0
39,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-04-08 02:59:21 UTC,I did not attend any lectures this week,I was working on assignments and/or projects for another course,Other,"I was working on assignments for this course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,4-8 hours,No,I have fallen behind,Struggling,Pandas and Csv,,,1010402217.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,struggling,-1.8,0.0
40,"APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241","320231, 320294, 320111","APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241, APS106H1-S-LEC0101-20241",2024-04-08 02:57:53 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am),Katia (TUT0108\, Tuesday\, 9 - 10 am),Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)",,"PRA0107\, Monday\, 9 - 11 am",8+,No,I have fallen behind,hard,OOP and Panda,please do lots of OOP and Panda from review,very weird ,1010589123.0,LEC0101,TUT0103,PRA0103,Civil,LEC0101,False,False,True,hard,-0.4,3.0
41,"APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241","320224, 320285, 320111","APS106H1-S-PRA0102-20241, APS106H1-S-TUT0102-20241, APS106H1-S-LEC0101-20241",2024-04-08 02:56:07 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,leaving!!!,I dont even know what we are doing this week I have completely checked out from this class,"Since I do not have a ihigh enough grade in this course I am submitting a late withdrawal to keep my gpa high enough to continue my enrollment in this university, I will see you in the summer. ",No idea what this is see above explanation,1010430240.0,LEC0101,TUT0102,PRA0102,Chemical,False,False,False,False,leaving   ,0.0,0.0
42,"APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241","320168, 320276, 320111","APS106H1-S-PRA0101-20241, APS106H1-S-TUT0101-20241, APS106H1-S-LEC0101-20241",2024-04-08 02:53:10 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",The lectures are not an effective learning tool for me,,"Coding along with the instructor on my device,Trying to solve the breakout problems",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,Yes,I have fallen behind,Good,class,X,X,1009338655.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,good,1.9,3.0
43,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241","320111, 320231, 320328","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0108-20241",2024-04-08 02:47:25 UTC,I did not attend any lectures this week,Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I have fallen behind,Worried,Dictionaries,Please dont make the final ridiculously hard,Good,1009868181.0,LEC0101,TUT0108,PRA0103,Mechanical,False,False,False,False,worried,-1.2,0.0
44,"APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241","320299, 320111, 320239","APS106H1-S-TUT0104-20241, APS106H1-S-LEC0101-20241, APS106H1-S-PRA0104-20241",2024-04-08 02:43:06 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0104\, Monday\, 10 - 11 am)",I did not use or plan to use any recorded material this week,"PRA0104\, Thursday\, 12 - 2 pm",2-4 hours,No,I am starting to fall behind,behind,reading and writing to files,I enjoy the lecture style but I believe I would learn better if more time was taken to explain the answers to the breakout problems.,I enjoyed the course this week but found it a little harder to follow along with.,1010161343.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,False,False,True,behind,0.0,3.0
45,"APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241","320246, 320129, 320307","APS106H1-S-PRA0105-20241, APS106H1-S-LEC0102-20241, APS106H1-S-TUT0105-20241",2024-04-08 02:40:40 UTC,I did not attend any lectures this week,"The lectures are not an effective learning tool for me,I was working on assignments for this course,I was working on assignments and/or projects for another course",,,I did not attend any tutorials this week,The Daily Pickle,I did not attend any lab/practical sessions this week,2-4 hours,Yes,I am up-to-date,Happy,,,,1010125384.0,LEC0102,TUT0105,PRA0105,Mechanical,False,False,False,False,happy,2.7,0.0
46,"APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241","320285, 320224, 320111","APS106H1-S-TUT0102-20241, APS106H1-S-PRA0102-20241, APS106H1-S-LEC0101-20241",2024-04-08 02:38:27 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",,,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,,scared,,pretty cool course,cool,1010363740.0,LEC0101,TUT0102,PRA0102,Chemical,LEC0101,False,False,True,scared,-1.9,2.0
47,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241","320315, 320239, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0104-20241, APS106H1-S-LEC0102-20241",2024-04-08 02:38:23 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments and/or projects for another course,"I prefer the teaching style in another section(s),I prefer the scheduling of the lectures in another section(s),I prefer the room of the lectures in another section(s)","Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems,I was working on assignments for this course,I was working on assignments and/or projects for another course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,Fleeting,.,.,W3 Schools solved all of my uncertainties ,1010476245.0,LEC0102,TUT0106,PRA0106,Mechanical,LEC0101,False,False,False,fleeting,0.0,2.0
48,"APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241","320111, 320299, 320239","APS106H1-S-LEC0101-20241, APS106H1-S-TUT0104-20241, APS106H1-S-PRA0104-20241",2024-04-08 02:34:44 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm),Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm)","The lectures are not an effective learning tool for me,I was studying for a term test for this course",I prefer the teaching style in another section(s),I was studying for a term test for another course,"Amirhossein (TUT0101\, Wednesday\, 2 - 3 pm)",LEC0102 - Moosavi Lecture Recording,"PRA0103\, Monday\, 1 - 3 pm",Less than 2 hour,Yes,I am up-to-date,hard,classes,na,na,1010488358.0,LEC0101,TUT0104,PRA0104,Civil,LEC0101,LEC0102,False,True,hard,-0.4,2.0
49,"APS106H1-S-PRA0103-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241","320231, 320149, 320328","APS106H1-S-PRA0103-20241, APS106H1-S-LEC0103-20241, APS106H1-S-TUT0108-20241",2024-04-08 02:32:30 UTC,"Beck (LEC0103) - Lecture 1 (Monday\, 3 - 4 pm),Beck (LEC0103) - Lecture 2 (Wednesday\, 3 - 4 pm),Beck (LEC0103) - Lecture 3 (Friday\, 5 - 6 pm)",Other,Other,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Katia (TUT0109 Online\, Thursday\, 5 - 6 pm)","LEC0101 - Kinsella & Goodfellow Lecture Recording,TUT0109 (Online) - Katia Ossetchkina Tutorial Recording","PRA0110 (Online)\, Friday\, 6 - 8 pm",2-4 hours,Yes,I am up-to-date,up to date,-,recordings are very helpful,a bit confusing,1008923097.0,LEC0103,TUT0108,PRA0103,Industrial,False,False,LEC0103,True,up to date,0.0,3.0
50,"APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241","320246, 320307, 320129","APS106H1-S-PRA0105-20241, APS106H1-S-TUT0105-20241, APS106H1-S-LEC0102-20241",2024-04-08 02:27:26 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",Other,Other,Following the lecture by looking at the content and listening to the instructor,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,2-4 hours,No,I am starting to fall behind,Scared,Classes,Second half is quite difficult.,I feel okay about this,1009992661.0,LEC0102,TUT0105,PRA0105,Mechanical,False,LEC0102,False,True,scared,-1.9,3.0
51,"APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241","320129, 320253, 320315","APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241, APS106H1-S-TUT0106-20241",2024-04-08 02:23:12 UTC,"Moosavi (LEC0102) - Lecture 1 (Monday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 2 (Wednesday\, 3 - 4 pm),Moosavi (LEC0102) - Lecture 3 (Thursday\, 3 - 4 pm)",,,"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device,Trying to solve the breakout problems","Rachel (TUT0106\, Tuesday\, 4 - 5 pm)",I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,ok,,,,1010607513.0,LEC0102,TUT0106,PRA0106,Mechanical,False,LEC0102,False,True,ok,1.4,3.0
52,"APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241","320276, 320168, 320111","APS106H1-S-TUT0101-20241, APS106H1-S-PRA0101-20241, APS106H1-S-LEC0101-20241",2024-04-08 02:22:40 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","The lectures are not an effective learning tool for me,The lecture room is not conducive to learning",,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course",I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,good,pandas,,It's pretty cool.,1010287752.0,LEC0101,TUT0101,PRA0101,Chemical,LEC0101,False,False,True,good,1.9,1.0
53,"APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241","320111, 320231, 320294","APS106H1-S-LEC0101-20241, APS106H1-S-PRA0103-20241, APS106H1-S-TUT0103-20241",2024-04-08 02:20:18 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,4-8 hours,No,I am starting to fall behind,,,,,1009953757.0,LEC0101,TUT0103,PRA0103,Mechanical,LEC0101,False,False,True,nan,0.0,2.0
54,"APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241","320315, 320253, 320129","APS106H1-S-TUT0106-20241, APS106H1-S-PRA0106-20241, APS106H1-S-LEC0102-20241",2024-04-08 02:18:55 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)","I was working on assignments for this course,I was working on assignments and/or projects for another course",I prefer the teaching style in another section(s),"Following the lecture by looking at the content and listening to the instructor,Coding along with the instructor on my device",I did not attend any tutorials this week,LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I am up-to-date,ok,no,,,1009999735.0,LEC0102,TUT0106,PRA0106,Mechanical,LEC0101,False,False,False,ok,1.4,1.0
55,"APS106H1-S-TUT0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241","320294, 320270, 320111","APS106H1-S-TUT0103-20241, APS106H1-S-PRA0108-20241, APS106H1-S-LEC0101-20241",2024-04-08 02:15:20 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 1 (Tuesday\, 4 - 5 pm),Kinsella & Goodfellow (LEC0101) - Lecture 2 (Thursday\, 4 - 5 pm)",I was working on assignments for this course,,"Following the lecture by looking at the content and listening to the instructor,I was working on assignments for this course","Rachel (TUT0103\, Wednesday\, 2 - 3 pm)",LEC0101 - Kinsella & Goodfellow Lecture Recording,I did not attend any lab/practical sessions this week,4-8 hours,No,I am starting to fall behind,"anxious

 ",Files and methods,,,,,,,,LEC0101,False,False,False,"anxious

 ",0.0,2.0
56,"APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241","320315, 320129, 320253","APS106H1-S-TUT0106-20241, APS106H1-S-LEC0102-20241, APS106H1-S-PRA0106-20241",2024-04-08 02:15:17 UTC,"Kinsella & Goodfellow (LEC0101) - Lecture 3 (Friday\, 4 - 5 pm)",Other,Other,Other,I did not attend any tutorials this week,I did not use or plan to use any recorded material this week,I did not attend any lab/practical sessions this week,Less than 2 hour,No,I have fallen behind,ok,,,,1010482274.0,LEC0102,TUT0106,PRA0106,Mechanical,LEC0101,False,False,False,ok,1.4,1.0
